"obsNsubID"	"obsID"	"GenusSpecies"	"Genus"	"Species"	"status"	"subObsID"	"sppdens_inv"	"sppdens_nat"	"spperc_inv"	"spperc_nat"	"MeasID_3"	"MeasID_4"	"MeasID_5"	"MeasID_6"	"MeasID_7"	"MeasID_8"	"MeasID_9"	"MeasID_10"	"MeasID_11"	"MeasID_12"	"MeasID_13"	"MeasID_14"	"MeasID_15"	"MeasID_16"	"MeasID_17"	"MeasID_18"
"409"	411	82	"Alliaria petiolata"	"Alliaria"	"petiolata"	"I"	1	207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"410"	412	82	"Toxicodendron radicans"	"Toxicodendron"	"radicans"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"411"	413	82	"Stylophorum diphyllum"	"Stylophorum"	"diphyllum"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"412"	414	82	"Quercus rubra"	"Quercus"	"rubra"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"413"	415	82	"Parthenocissus quinquefolia"	"Parthenocissus"	"quinquefolia"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"414"	416	82	"Acer plantanoides"	"Acer"	"plantanoides"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"415"	417	83	"Alliaria petiolata"	"Alliaria"	"petiolata"	"I"	1	204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"416"	418	83	"Trientalis borealis"	"Trientalis"	"borealis"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"417"	419	83	"Quercus rubra"	"Quercus"	"rubra"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"418"	420	83	"Maianthemum canadense"	"Maianthemum"	"canadense"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"419"	421	83	"Impatiens capensis"	"Impatiens"	"capensis"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"420"	422	83	"Fraxinus americana"	"Fraxinus"	"americana"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"421"	423	83	"Acer saccharum"	"Acer"	"saccharum"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"422"	424	83	"Acer plantanoides"	"Acer"	"plantanoides"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"423"	425	84	"Alliaria petiolata"	"Alliaria"	"petiolata"	"I"	1	172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"424"	426	84	"Trientalis borealis"	"Trientalis"	"borealis"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"425"	427	84	"Rubus occidentalis"	"Rubus"	"occidentalis"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"426"	428	84	"Pinus strobus"	"Pinus"	"strobus"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"427"	429	84	"Gallium palustre"	"Gallium"	"palustre"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"428"	430	84	"Fraxinus americana"	"Fraxinus"	"americana"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"429"	431	84	"Acer rubrum"	"Acer"	"rubrum"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"430"	432	85	"Alliaria petiolata"	"Alliaria"	"petiolata"	"I"	1	223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"431"	433	85	"Trientalis borealis"	"Trientalis"	"borealis"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"432"	434	85	"Pinus strobus"	"Pinus"	"strobus"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"433"	435	85	"Fragaria virginiana"	"Fragaria"	"virginiana"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"434"	436	85	"Arisaema triphyllum"	"Arisaema"	"triphyllum"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"435"	437	86	"Andropogon gayanus"	"Andropogon"	"gayanus"	"I"	1	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"436"	438	86	"Pseudopogonatherum irritans"	"Pseudopogonatherum"	"irritans"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"437"	439	86	"Eucalyptus miniata"	"Eucalyptus"	"miniata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"438"	440	86	"Eriachne triseta"	"Eriachne"	"triseta"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"439"	441	86	"Alloteropsis semialata"	"Alloteropsis"	"semialata"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"440"	442	87	"Sorghum halepense"	"Sorghum"	"halepense"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA
"441"	443	87	"Schizachyrium scoparium"	"Schizachyrium"	"scoparium"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"442"	444	88	"Hieracium pilosella"	"Hieracium"	"pilosella"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"443"	445	88	"Wahlenbergia gracilis"	"Wahlenbergia"	"gracilis"	"N"	2	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"444"	446	88	"Trifolium arvense"	"Trifolium"	"arvense"	"N"	3	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"445"	447	88	"Rosa rubiginosa"	"Rosa"	"rubiginosa"	"N"	4	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"446"	448	88	"Muehlenbeckia complexa"	"Muehlenbeckia"	"complexa"	"N"	5	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"447"	449	88	"Melicytus alpinus"	"Melicytus"	"alpinus"	"N"	6	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"448"	450	88	"Leontodon taraxacoides"	"Leontodon"	"taraxacoides"	"N"	7	NA	NA	0	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"449"	451	88	"Carex breviculmis"	"Carex"	"breviculmis"	"N"	8	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"450"	452	88	"Bromus spp"	"Bromus"	"spp"	"N"	9	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"451"	453	88	"Anthoxanthum ordoratum"	"Anthoxanthum"	"ordoratum"	"N"	10	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"452"	454	89	"Solidago gigantea"	"Solidago"	"gigantea"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"453"	455	89	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"454"	456	89	"Lotus corniculatus"	"Lotus"	"corniculatus"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"455"	457	89	"Hypericum perforatum"	"Hypericum"	"perforatum"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"456"	458	89	"Festuca rubra"	"Festuca"	"rubra"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"457"	459	89	"Festuca arundinacea"	"Festuca"	"arundinacea"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"458"	460	89	"Elymus repens"	"Elymus"	"repens"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"459"	461	89	"Carex flacca"	"Carex"	"flacca"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"460"	462	89	"Calamagrostis epigejos"	"Calamagrostis"	"epigejos"	"N"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"461"	463	89	"Bromus erectus"	"Bromus"	"erectus"	"N"	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"462"	464	89	"Brachypodium pinnatum"	"Brachypodium"	"pinnatum"	"N"	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"463"	465	90	"Hieracium pilosella"	"Hieracium"	"pilosella"	"I"	1	NA	NA	100	NA	NA	NA	NA	NA	NA	20	NA	28	NA	NA	0.64	0.41	NA	NA	NA	NA
"464"	466	90	"Wahlenbergia gracilis"	"Wahlenbergia"	"gracilis"	"N"	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"465"	467	90	"Trifolium arvense"	"Trifolium"	"arvense"	"N"	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"466"	468	90	"Rosa rubiginosa"	"Rosa"	"rubiginosa"	"N"	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"467"	469	90	"Muehlenbeckia complexa"	"Muehlenbeckia"	"complexa"	"N"	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"468"	470	90	"Melicytus alpinus"	"Melicytus"	"alpinus"	"N"	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"469"	471	90	"Leontodon taraxacoides"	"Leontodon"	"taraxacoides"	"N"	7	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"470"	472	90	"Carex breviculmis"	"Carex"	"breviculmis"	"N"	8	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"471"	473	90	"Bromus spp"	"Bromus"	"spp"	"N"	9	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"472"	474	90	"Anthoxanthum ordoratum"	"Anthoxanthum"	"ordoratum"	"N"	10	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"473"	475	91	"Hieracium pilosella"	"Hieracium"	"pilosella"	"I"	1	NA	NA	100	NA	NA	NA	NA	NA	NA	20	NA	28	NA	NA	0.64	0.41	NA	NA	NA	NA
"474"	476	91	"Wahlenbergia gracilis"	"Wahlenbergia"	"gracilis"	"N"	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"475"	477	91	"Trifolium arvense"	"Trifolium"	"arvense"	"N"	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"476"	478	91	"Rosa rubiginosa"	"Rosa"	"rubiginosa"	"N"	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"477"	479	91	"Muehlenbeckia complexa"	"Muehlenbeckia"	"complexa"	"N"	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"478"	480	91	"Melicytus alpinus"	"Melicytus"	"alpinus"	"N"	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"479"	481	91	"Leontodon taraxacoides"	"Leontodon"	"taraxacoides"	"N"	7	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"480"	482	91	"Carex breviculmis"	"Carex"	"breviculmis"	"N"	8	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"481"	483	91	"Bromus spp"	"Bromus"	"spp"	"N"	9	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"482"	484	91	"Anthoxanthum ordoratum"	"Anthoxanthum"	"ordoratum"	"N"	10	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"483"	485	92	"Cytisus scoparius"	"Cytisus"	"scoparius"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"484"	486	92	"Dactylis glomerata"	"Dactylis"	"glomerata"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"485"	487	92	"Camassia quamash"	"Camassia"	"quamash"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"486"	488	93	"Lantana camara"	"Lantana"	"camara"	"I"	1	NA	NA	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"487"	489	93	"Terminalia tomentosa"	"Terminalia"	"tomentosa"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"488"	490	93	"Shorea robusta"	"Shorea"	"robusta"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"489"	491	93	"Madhuca longifolia"	"Madhuca"	"longifolia"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"490"	492	93	"Lannea cormendelica"	"Lannea"	"cormendelica"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"491"	493	93	"Lagerstroemia parviflora"	"Lagerstroemia"	"parviflora"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"492"	494	93	"Hardwickia binata"	"Hardwickia"	"binata"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"493"	495	93	"Diospyros melanoxylon"	"Diospyros"	"melanoxylon"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"494"	496	93	"Buchanania lanzan"	"Buchanania"	"lanzan"	"N"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"495"	497	93	"Boswellia serrata"	"Boswellia"	"serrata"	"N"	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"496"	498	93	"Anogeissus latifolia"	"Anogeissus"	"latifolia"	"N"	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"497"	499	94	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"498"	500	94	"Sporobolus cryptandrus"	"Sporobolus"	"cryptandrus"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"499"	501	94	"Hesperstipa comata"	"Hesperstipa"	"comata"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"500"	502	94	"Achnatherum hymenoides"	"Achnatherum"	"hymenoides"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"501"	503	95	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"502"	504	95	"Pleuraphis jamesii"	"Pleuraphis"	"jamesii"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"503"	505	96	"Acacia cyclops"	"Acacia"	"cyclops"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"504"	506	96	"Pterocelastrus tricuspidatus"	"Pterocelastrus"	"tricuspidatus"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"505"	507	96	"Phylica ericoides"	"Phylica"	"ericoides"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"506"	508	96	"Clutia daphnoides"	"Clutia"	"daphnoides"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"507"	509	97	"Acacia saligna"	"Acacia"	"saligna"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"508"	510	97	"Thamnochortus punctatus"	"Thamnochortus"	"punctatus"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"509"	511	97	"Staberhoa distachya"	"Staberhoa"	"distachya"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"510"	512	97	"Protea spp"	"Protea"	"spp"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"511"	513	97	"Podylaria calyptrata"	"Podylaria"	"calyptrata"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"512"	514	97	"Phylica cephalantha"	"Phylica"	"cephalantha"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"513"	515	97	"Leucospermum spp"	"Leucospermum"	"spp"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"514"	516	97	"Leucadendron spp"	"Leucadendron"	"spp"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"515"	517	97	"Aspalathurs spp"	"Aspalathurs"	"spp"	"N"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"516"	518	98	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"517"	519	98	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"518"	520	98	"Poa sandbergii"	"Poa"	"sandbergii"	"N"	3	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"519"	521	98	"Artemisia tridentata"	"Artemisia"	"tridentata"	"N"	4	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"520"	522	98	"Agropyron spicatum"	"Agropyron"	"spicatum"	"N"	5	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"521"	523	99	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"522"	524	99	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"523"	525	99	"Poa sandbergii"	"Poa"	"sandbergii"	"N"	3	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"524"	526	99	"Artemisia tridentata"	"Artemisia"	"tridentata"	"N"	4	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"525"	527	99	"Agropyron spicatum"	"Agropyron"	"spicatum"	"N"	5	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"526"	528	100	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"527"	529	100	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"528"	530	100	"Poa sandbergii"	"Poa"	"sandbergii"	"N"	3	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"529"	531	100	"Artemisia tridentata"	"Artemisia"	"tridentata"	"N"	4	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"530"	532	100	"Agropyron spicatum"	"Agropyron"	"spicatum"	"N"	5	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"531"	533	101	"Lythrum salicaria"	"Lythrum"	"salicaria"	"I"	1	NA	NA	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA
"532"	534	101	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78	NA	NA	NA	NA	NA	NA
"533"	535	102	"Lythrum salicaria"	"Lythrum"	"salicaria"	"I"	1	NA	NA	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA
"534"	536	102	"Typha angustifolia"	"Typha"	"angustifolia"	"N"	2	NA	NA	0	77	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA
"535"	537	103	"Typha x glauca"	"Typha"	"glauca"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"536"	538	103	"Schoenoplectus spp"	"Schoenoplectus"	"spp"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"537"	539	103	"Juncus spp"	"Juncus"	"spp"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"538"	540	103	"Eleocharis spp"	"Eleocharis"	"spp"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"539"	541	104	"Kochia scoparia"	"Kochia"	"scoparia"	"I"	1	NA	NA	100	0	21.1	NA	15.04	21.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"540"	542	104	"Agropoyron smithii"	"Agropoyron"	"smithii"	"N"	2	NA	NA	0	100	27.6	NA	15.38	27.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"541"	543	105	"Kochia scoparia"	"Kochia"	"scoparia"	"I"	1	NA	NA	100	0	21.1	NA	15.04	21.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"542"	544	105	"Stipa comata"	"Stipa"	"comata"	"N"	2	NA	NA	0	100	31.39	NA	16.36	31.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"543"	545	106	"Kochia scoparia"	"Kochia"	"scoparia"	"I"	1	NA	NA	100	0	21.1	NA	15.04	21.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"544"	546	106	"Bouteloua gracilis"	"Bouteloua"	"gracilis"	"N"	2	NA	NA	0	100	28.12	NA	16.71	28.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"545"	547	107	"Kochia scoparia"	"Kochia"	"scoparia"	"I"	1	NA	NA	100	0	21.1	NA	15.04	21.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
