"GenusSpecies"	"DataID.56"	"DataID.12"	"DataID.15"	"DataID.368"	"DataID.272"	"DataID.65"	"DataID.455"	"DataID.248"	"DataID.249"	"DataID.878"	"DataID.489"	"DataID.465"	"DataID.1092"	"DataID.1093"	"DataID.1099"	"DataID.986"	"DataID.1370"	"DataID.1446"	"DataID.1470"	"DataID.487"	"DataID.488"	"DataID.101"	"DataID.1487"
"7346"	"Polygonatum odoratum"	NA	30.5119534225	24.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7347"	"Polygonatum officinale"	NA	38.022813688	32.2142857142857	NA	NA	1.00859813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4266172	NA
"7348"	"Polygonatum pubescens"	NA	NA	16.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7349"	"Polygonatum verticillatum"	NA	41.732	34.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7350"	"Polygonum affine"	NA	26.250637366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7351"	"Polygonum amphibium"	NA	16.2242934333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7352"	"Polygonum aviculare"	NA	28.7081594866957	32.895453943	NA	NA	1.541335868	NA	NA	NA	NA	NA	NA	NA	NA	15.000760555	NA	NA	NA	NA	NA	NA	0.3354021	NA
"7353"	"Polygonum bistorta"	NA	23.0360821755652	31.8682873078636	NA	NA	1.6450554416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.781237784	NA
"7354"	"Polygonum convolvulus"	NA	57.9389205125	17.405	NA	NA	0.3140669185	23.72187805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7355"	"Polygonum cuspidatum"	NA	6.927289999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7356"	"Polygonum divaricatum"	NA	16.129032258	40.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7357"	"Polygonum douglasii"	NA	12	19.351009221	NA	NA	1.612584101	NA	NA	NA	NA	NA	NA	NA	NA	7.45272696	NA	NA	NA	NA	NA	NA	NA	NA
"7358"	"Polygonum equisetiforme"	NA	11.12922463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7359"	"Polygonum hydropiper"	NA	40.0726354452727	23.5168938632	NA	NA	NA	19.8893192288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7360"	"Polygonum lapathifolium"	NA	18.6063862808077	12.508	NA	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7361"	"Polygonum macrophyllum"	NA	17.571604287	37.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7362"	"Polygonum minus"	NA	45.0994117647059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7363"	"Polygonum mite"	NA	35.0157142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7364"	"Polygonum pensylvanicum"	NA	14.247269325	22.25	NA	NA	1.5432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7365"	"Polygonum persicaria"	NA	23.2506407069091	12.2248215674	NA	NA	NA	37.688497543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7366"	"Polygonum polystachyum"	NA	37.748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7367"	"Polygonum sagittatum"	NA	57.8088079974667	21.3109915252	NA	NA	NA	22.3380096432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7368"	"Polygonum sibiricum"	NA	NA	31.1785714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7369"	"Polygonum songaricum"	NA	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7370"	"Polygonum sp"	NA	NA	10.0666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7371"	"Polygonum viviparum"	NA	16.060258896	32.3100660846207	NA	NA	2.54037746785714	NA	NA	7.739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.900779873	NA
"7372"	"Polylepis australis"	NA	8.48145045766667	18.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7373"	"Polylepis tarapacana"	NA	2.906976744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7374"	"Polyosma cunninghamii"	NA	16.1551239835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7375"	"Polypodium interjectum"	NA	15.379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7376"	"Polypodium triseriale"	NA	19.607843137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7377"	"Polypodium virginianum"	NA	20.04008016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7378"	"Polypodium vulgare"	NA	13.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7379"	"Polyscias australiana"	NA	12.658227848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7380"	"Polyscias elegans"	NA	33.4477146003333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7381"	"Polyscias sambucifolia"	NA	11.38666591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7382"	"Polyspora axillaris"	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7383"	"Polystachya sp"	NA	NA	6.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7384"	"Polystichum acrostichoides"	NA	18.248175182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7385"	"Polystichum aculeatum"	NA	14.0858333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7386"	"Polystichum lonchitis"	NA	7.788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7387"	"Polystichum montevidense"	NA	8.590007427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7388"	"Polystichum richardi"	NA	11.324565163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7389"	"Polystichum setiferum"	NA	19.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7390"	"Polystichum vestitum"	NA	17.7350651358889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7391"	"Polytaenium ensiforme"	NA	18.518518518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7392"	"Polytrichum commune"	NA	NA	10.8100833333333	NA	NA	NA	NA	NA	8.7895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7393"	"Pomaderris aspera"	NA	11.479618452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7394"	"Pomaderris ferruginea"	NA	10.163592108	12.5054899428333	NA	NA	1.26260785166667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15588976	NA
"7395"	"Pomaderris lanigera"	NA	14.744962192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7396"	"Pomax umbellata"	NA	25.615508474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7397"	"Pongamia pinnata"	NA	16.55629139	27.9	NA	NA	1.68516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7398"	"Pontederia cordata"	NA	11.064	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7399"	"Pontederia lanceolata"	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7400"	"Populus alba"	NA	11.2418025245455	22.7634285714286	NA	NA	1.82258298516667	NA	NA	NA	NA	NA	NA	NA	NA	14.42	13.07	NA	NA	NA	NA	NA	3.152060052	NA
"7401"	"Populus balsamifera"	NA	14.0705555553333	17.6794229411765	NA	14.9605555555556	1.45756750066667	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76379	NA	NA	NA	NA	NA	NA	NA
"7402"	"Populus bolleana"	NA	15.923566878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7403"	"Populus candicans"	NA	10.41666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7404"	"Populus cathayana"	NA	NA	13.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7405"	"Populus davidiana"	NA	15.1655	21.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7406"	"Populus deltoides"	NA	12.5393271177778	22.3116279069767	NA	NA	2.140442034	21.2	NA	NA	NA	NA	NA	NA	NA	NA	0.681	NA	NA	NA	NA	NA	18.021818181	NA
"7407"	"Populus diversifolia"	NA	NA	16.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7408"	"Populus euphratica"	NA	NA	25.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7409"	"Populus euramericana"	NA	12.4557142857143	32.0064705882353	NA	NA	2.56176470588235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7410"	"Populus euroamericana"	NA	12.3925	24.54	NA	NA	1.97375	NA	NA	NA	NA	NA	NA	NA	NA	16.245	13.515	NA	NA	NA	NA	NA	NA	NA
"7411"	"Populus fremontii"	NA	8.38	16.6	NA	NA	1.980302307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.923627684	NA
"7412"	"Populus grandidentata"	NA	19.5327972905	23.8571428571429	NA	NA	1.31852901466667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7413"	"Populus heterophylla"	NA	14.338973329	24.02691	NA	NA	1.675636703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.938556399	NA
"7414"	"Populus hopeiensis"	NA	9.803999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7415"	"Populus hybrida"	NA	NA	25.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	5.409	NA	NA	NA	NA	NA	NA
"7416"	"Populus lasiocarpa"	NA	11.627906976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7417"	"Populus maximowiczii"	NA	9.7545284505	20.6333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7418"	"Populus nigra"	NA	12.4095819979412	22.3524704056667	NA	NA	1.68372544366667	27.4724083543333	13.4	NA	NA	NA	NA	NA	NA	NA	1.413	3.858	NA	NA	NA	NA	NA	NA
"7419"	"Populus purdomii"	NA	14.5721372465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7420"	"Populus sieboldii"	NA	14.7726749265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7421"	"Populus simonii"	NA	10.472	20.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7422"	"Populus sp"	NA	13.9995714285714	19.5096569117647	NA	NA	1.515908	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.268154	NA	NA	NA	NA	NA	NA	NA
"7423"	"Populus tremula"	NA	15.0332719292162	27.1340696825217	NA	NA	2.0415513642	16.981116696	16	5.6345	NA	NA	NA	NA	NA	NA	1.42266666666667	3.628	NA	NA	NA	NA	6.969740961	NA
"7424"	"Populus tremuloides"	NA	21.7249016365556	24.760630748375	NA	21.1185185185185	1.92027636514286	22.6	NA	NA	NA	52.4	65.5	NA	NA	NA	18.8327655555556	NA	NA	NA	NA	NA	8.286480662	NA
"7425"	"Populus trichocarpa"	NA	NA	20.9666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7426"	"Populus xiaozhuanica"	NA	13.175230566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7427"	"Poranthera ericifolia"	NA	10.309024612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7428"	"Porlieria microphylla"	NA	10.303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7429"	"Portulaca grandiflora"	NA	19.052939189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7430"	"Portulaca oleracea"	NA	18.1219514159412	19.291995579	NA	NA	1.108735378	NA	NA	NA	NA	NA	NA	NA	NA	16.055783033	NA	NA	NA	NA	NA	NA	NA	NA
"7431"	"Portulacaria afra"	NA	NA	12.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7432"	"Posidonia australis"	NA	18.622413793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7433"	"Posidonia coriacea"	NA	7.199999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7434"	"Posidonia oceanica"	NA	23.6614148175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7435"	"Posidonia sinuosa"	NA	21.2764534316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7436"	"Posoqueria coriacea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.134803381
"7437"	"Posoqueria latifolia"	NA	12.0518618665862	13.81284321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.029861111
"7438"	"Posoqueria redonda"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.195029239
"7439"	"Potamogeton acutifolius"	NA	65.181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7440"	"Potamogeton alpinus"	NA	88.7218054863333	36.7691951835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7441"	"Potamogeton berchtoldii"	NA	49.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7442"	"Potamogeton compressus"	NA	87.1936643025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7443"	"Potamogeton crispus"	NA	61.045689655	33.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7444"	"Potamogeton gramineus"	NA	47.9213333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7445"	"Potamogeton lucens"	NA	66.3759195401667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7446"	"Potamogeton natans"	NA	26.5023753080667	35.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7447"	"Potamogeton nodosus"	NA	34.1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7448"	"Potamogeton obtusifolius"	NA	85.0933333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7449"	"Potamogeton pectinatus"	NA	58.6249139008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7450"	"Potamogeton perfoliatus"	NA	99.5752392177778	46.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7451"	"Potamogeton polygonifolius"	NA	48.7825	24.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7452"	"Potamogeton praelongus"	NA	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7453"	"Potamogeton pusillus"	NA	77.1215019762727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7454"	"Potamogeton sp"	NA	61.349693251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7455"	"Potamogeton trichoides"	NA	76.282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7456"	"Potamogeton zizii"	NA	64.999999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7457"	"Potentilla acaulis"	NA	17.656	22.1233333332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7458"	"Potentilla alba"	NA	14.633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7459"	"Potentilla anglica"	NA	25.578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7460"	"Potentilla anserina"	NA	21.3641075011892	25.2803151195	NA	NA	1.50263688475	16.329519227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7461"	"Potentilla arenaria"	NA	22.471910112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7462"	"Potentilla argentea"	NA	15.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7463"	"Potentilla arguta"	NA	10.5	18.9	NA	6.811766	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7464"	"Potentilla aucheriana"	NA	17.064846416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7465"	"Potentilla aurea"	NA	19.3295210081	27.8288486666667	NA	NA	1.1854725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7466"	"Potentilla bifurca"	NA	11.449507671	23.475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7467"	"Potentilla chinensis"	NA	25.062656641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7468"	"Potentilla cinerea"	NA	13.2057142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7469"	"Potentilla contigua"	NA	17.607796223	30.041565022	NA	NA	1.70922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7470"	"Potentilla crantzii"	NA	15.5099311235	30.096327605	NA	NA	1.9417127955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.241152666	NA
"7471"	"Potentilla crinita"	NA	11	21.274282941	NA	NA	1.934025721	NA	NA	NA	NA	NA	NA	NA	NA	8.577815294	NA	NA	NA	NA	NA	NA	NA	NA
"7472"	"Potentilla dahurica"	NA	NA	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7473"	"Potentilla dryadanthoides"	NA	11.363636363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7474"	"Potentilla erecta"	NA	26.4610182835278	21.9190652676154	NA	NA	0.7050552565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3435984	NA
"7475"	"Potentilla frigida"	NA	17.5339622646667	25	NA	NA	1.313965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7476"	"Potentilla fruticosa"	NA	16.5945165948333	22.9266666666667	NA	NA	1.9635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7477"	"Potentilla gelida"	NA	16.316723571	26.909615216	NA	NA	1.649204578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7478"	"Potentilla glabra"	NA	7.32976618	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7479"	"Potentilla gracilis"	NA	12.611134807125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7480"	"Potentilla grandiflora"	NA	11.97	22.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7481"	"Potentilla heptaphylla"	NA	15.8866666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7482"	"Potentilla hippiana"	NA	10.9	20.0333910979	NA	5.38	1.984762475	NA	NA	NA	NA	NA	NA	NA	NA	10.563368797	NA	NA	NA	NA	NA	NA	NA	NA
"7483"	"Potentilla hyparctica"	NA	18.8679245293333	19.3	NA	NA	1.0229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7484"	"Potentilla inclinata"	NA	13.12335958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7485"	"Potentilla intermedia"	NA	19.7485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7486"	"Potentilla laciniosa"	NA	14.607	14.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7487"	"Potentilla malacotricha"	NA	12.315270935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7488"	"Potentilla matsumurae"	NA	20	34.5	NA	NA	1.725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7489"	"Potentilla moorcroftii"	NA	7.849293563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7490"	"Potentilla multicaulis"	NA	26.316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7491"	"Potentilla multifida"	NA	9.832841691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7492"	"Potentilla nivea"	NA	16.5002768093333	25.7375247275	NA	NA	1.78238534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7493"	"Potentilla norvegica"	NA	24.8121257456667	19.39573883975	NA	NA	NA	22.2847433085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7494"	"Potentilla palustris"	NA	18.6830386878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7495"	"Potentilla pamirica"	NA	7.763975155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
