done	paperID	source	reject	rejectRationale	traitDataOnly	inPapers	author1	author2	author3	year	title	journal	doi
	380	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Milberg	Lamont	Perez-Fernandez	1999	Survival and growth of native and exotic composites in response to a nutrient gradient	PLANT ECOLOGY	10.1023/A:1009817804815
	381	search2_111714	Yes	Already picked up by search1_111714			Maron	Marler		2007	Native plant diversity resists invasion at both low and high resource levels	ECOLOGY	10.1890/06-1993.1
	382	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Cavieres	Quiroz	Molina-Montenegro	2008	Facilitation of the non-native Taraxacum officinale by native nurse cushion species in the high Andes of central Chile: are there differences between nurses?	FUNCTIONAL ECOLOGY	10.1111/j.1365-2435.2007.01338.x
	383	search2_111714	Yes	Already picked up by search1_111714			Rossiter-Rachor	Setterfield	Douglas	2009	Invasive Andropogon gayanus (gamba grass) is an ecosystem transformer of nitrogen relations in Australian savanna	ECOLOGICAL APPLICATIONS	10.1890/08-0265.1
	384	search2_111714	"Yes, but has traits"	No soil nitrogen measurements presented under invasive and reference species	Yes	Yes	Penuelas	Sardans	Llusia	2010	Faster returns on 'leaf economics' and different biogeochemical niche in invasive compared with native plant species	GLOBAL CHANGE BIOLOGY	10.1111/j.1365-2486.2009.02054.x
	385	search2_111714	No			Yes	Yelenik	Stock	Richardson	2007	Functional group identity does not predict invader impacts: differential effects of nitrogen-fixing exotic plants on ecosystem function	BIOLOGICAL INVASIONS	10.1007/s10530-006-0008-3
	386	search2_111714	"Yes, but has traits"	No soil nitrogen measurements presented under invasive and reference species	Yes	Yes	Chun	Collyer	Moloney	2007	Phenotypic plasticity of native vs. invasive purple loosestrife: A two-state multivariate approach	ECOLOGY	10.1890/06-0856
	387	search2_111714	Yes	Already picked up by search1_111714			Balser	McMahon	Bart	2006	Bridging the gap between micro - and macro-scale perspectives on the role of microbial communities in global change ecology	PLANT AND SOIL	10.1007/s11104-006-9104-5
	388	search2_111714	No			Yes	Brown	Scatena	Gurevitch	2006	Effects of an invasive tree on community structure and diversity in a tropical forest in Puerto Rico	FOREST ECOLOGY AND MANAGEMENT	10.1016/j.foreco.2006.01.031
	389	search2_111714	Yes	Already picked up by search1_111714			Davies	Bates	Miller	2007	Short-term effects of burning Wyoming big sagebrush steppe in southeast Oregon	RANGELAND ECOLOGY & MANAGEMENT	10.2111/1551-5028(2007)60[515:SEOBWB]2.0.CO;2
	390	search2_111714	No			Yes	Yu	Yu	Lu	2005	A new mechanism of invader success: Exotic plant inhibits natural vegetation restoration by changing soil microbe community	CHINESE SCIENCE BULLETIN	10.1360/04WC0280
	391	search2_111714	Yes	Already picked up by search1_111714			Carino	Daehler		2002	Can inconspicuous legumes facilitate alien grass invasions? Partridge peas and fountain grass in Hawai'i	ECOGRAPHY	10.1034/j.1600-0587.2002.250105.x
	392	search2_111714	Yes	Already picked up by search1_111714			Lawson	Inouye	Huntly	1999	"Patterns of woody plant abundance, recruitment, mortality, and growth in a 65 year chronosequence of old-fields"	PLANT ECOLOGY	10.1023/A:1009873127360
	393	search2_111714	Yes	Already picked up by search1_111714			Zink	Allen	HeindlTenhunen	1995	The effect of a disturbance corridor on an ecological reserve	RESTORATION ECOLOGY	10.1111/j.1526-100X.1995.tb00098.x
	394	search2_111714	Yes	Already picked up by search1_111714			Rao	Allen		2010	Combined effects of precipitation and nitrogen deposition on native and invasive winter annual production in California deserts	OECOLOGIA	10.1007/s00442-009-1516-5
	395	search2_111714	Yes	Soil nitrogen is strictly an independent variable		Yes	Firn	House	Buckley	2010	Alternative states models provide an effective framework for invasive species control and restoration of native communities	JOURNAL OF APPLIED ECOLOGY	10.1111/j.1365-2664.2009.01741.x
	396	search2_111714	Yes	Already picked up by search1_111714			Cheng	Luo	Chen	2006	Short-term C-4 plant Spartina alterniflora invasions change the soil carbon in C-3 plant-dominated tidal wetlands on a growing estuarine Island	SOIL BIOLOGY & BIOCHEMISTRY	10.1016/j.soilbio.2006.05.016
	397	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			King	Buckney		2002	Invasion of exotic plants in nutrient-enriched urban bushland	AUSTRAL ECOLOGY	10.1046/j.1442-9993.2002.01220.x
	398	search2_111714	Yes	Soil nitrogen is strictly an independent variable			Abraham	Corbin	D'Antonio	2009	"California native and exotic perennial grasses differ in their response to soil nitrogen, exotic annual grass density, and order of emergence"	PLANT ECOLOGY	10.1007/s11258-008-9467-1
	399	search2_111714	Yes	Already picked up by Liao			Thomsen	Corbin	D'Antonio	2006	The effect of soil nitrogen on competition between native and exotic perennial grasses from northern coastal California	PLANT ECOLOGY	10.1007/s11258-006-9109-4
	400	search2_111714	Yes	Already picked up by Liao			Heneghan	Fatemi	Umek	2006	"The invasive shrub European buckthorn (Rhamnus cathartica, L.) alters soil properties in Midwestern US woodlands"	APPLIED SOIL ECOLOGY	10.1016/j.apsoil.2005.03.009
	401	search2_111714	No			Yes	Rodgers	Wolfe	Werden	2008	The invasive species Alliaria petiolata (garlic mustard) increases soil nutrient availability in northern hardwood-conifer forests	OECOLOGIA	10.1007/s00442-008-1089-8
	402	search2_111714	Yes	Soil nitrogen is strictly an independent variable			Vasquez	Sheley	Svejcar	2008	Nitrogen Enhances the Competitive Ability of Cheatgrass (Bromus tectorum) Relative to Native Grasses	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-08-062.1
	403	search2_111714	Yes	Already picked up by search1_111714			HilleRisLambers	Yelenik	Colman	2010	California annual grass invaders: the drivers or passengers of change?	JOURNAL OF ECOLOGY	10.1111/j.1365-2745.2010.01706.x
	404	search2_111714	Yes	Already picked up by search1_111714			Stevens	Thompson	Grime	2010	Contribution of acidification and eutrophication to declines in species richness of calcifuge grasslands along a gradient of atmospheric nitrogen deposition	FUNCTIONAL ECOLOGY	10.1111/j.1365-2435.2009.01663.x
	405	search2_111714	Yes	Already picked up by search1_111714			Laungani	Knops		2009	Species-driven changes in nitrogen cycling can provide a mechanism for plant invasions	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	10.1073/pnas.0900921106
	406	search2_111714	Yes	Soil nitrogen is strictly an independent variable			Young	Mangold		2008	Medusahead (Taeniatherum caput-medusae) Outperforms Squirreltail (Elymus elymoides) through Interference and Growth Rate	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-07-021.1
	407	search2_111714	Yes	Already picked up by search1_111714			Tierney	Cushman		2006	Temporal changes in native and exotic vegetation and soil characteristics following disturbances by feral pigs in a California grassland	BIOLOGICAL INVASIONS	10.1007/s10530-005-6829-7
	408	search2_111714	Yes	Already picked up by search1_111714			Floyd	Hanna	Romme	2006	"Predicting and mitigating weed invasions to restore natural post-fire succession in Mesa Verde National Park, Colorado, USA"	INTERNATIONAL JOURNAL OF WILDLAND FIRE	10.1071/WF05066
	409	search2_111714	Yes	Already picked up by Liao			Bellingham	Peltzer	Walker	2005	Contrasting impacts of a native and an invasive exotic shrub on flood-plain succession	JOURNAL OF VEGETATION SCIENCE	
	410	search2_111714	Yes	Already picked up by search1_111714			Knops	Ritchie	Tilman	2000	Selective herbivory on a nitrogen fixing legume (Lathyrus venosus) influences productivity and ecosystem nitrogen pools in an oak savanna	ECOSCIENCE	
	411	search2_111714	Yes	Already picked up by search1_111714			Liao	Luo	Fang	2008	"Litter pool sizes, decomposition, and nitrogen dynamics in Spartina alterniflora-invaded and native coastal marshlands of the Yangtze Estuary"	OECOLOGIA	10.1007/s00442-008-1007-0
	412	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Samonil	Vrska		2007	Trends and cyclical changes in natural fir-beech forests at the north-western edge of the Carpathians	FOLIA GEOBOTANICA	10.1007/BF02861699
	413	search2_111714	No			Yes	Hagos	Smit		2005	Soil enrichment by Acacia mellifera subsp detinens on nutrient poor sandy soil in a semi-arid southern African savanna	JOURNAL OF ARID ENVIRONMENTS	10.1016/j.jaridenv.2004.08.003
	414	search2_111714	No			Yes	Washburn	Arthur		2003	Spatial variability in soil nutrient availability in an oak-pine forest: potential effects of tree species	CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE	10.1139/X03-157
	415	search2_111714	Yes	Already picked up by search1_111714			Aguilera	Alpert	Dukes	2010	Impacts of the invasive plant Fallopia japonica (Houtt.) on plant communities and ecosystem processes	BIOLOGICAL INVASIONS	10.1007/s10530-009-9543-z
	416	search2_111714	Yes	Already picked up by search1_111714			Tuchman	Larkin	Geddes	2009	PATTERNS OF ENVIRONMENTAL CHANGE ASSOCIATED WITH TYPHA X GLAUCA INVASION IN A GREAT LAKES COASTAL WETLAND	WETLANDS	
	417	search2_111714	Yes	Not on invasive plants			Straube	Johnson	Parkinson	2009	Nonlinearity of effects of invasive ecosystem engineers on abiotic soil properties and soil biota	OIKOS	10.1111/j.1600-0706.2009.17405.x
	418	search2_111714	Yes	Not on invasive plants			Szlavecz	Placella	Pouyat	2006	Invasive earthworm species and nitrogen cycling in remnant forest patches	APPLIED SOIL ECOLOGY	10.1016/j.apsoil.2005.01.006
	419	search2_111714	Yes	Not on invasive plants			Lawrence	Samways		2003	"Litter breakdown by the Seychelles giant millipede and the conservation of soil processes on Cousine Island, Seychelles"	BIOLOGICAL CONSERVATION	10.1016/S0006-3207(02)00355-5
	420	search2_111714	Yes	Already picked up by search1_111714			Conser	Connor		2009	"Assessing the residual effects of Carpobrotus edulis invasion, implications for restoration"	BIOLOGICAL INVASIONS	10.1007/s10530-008-9252-z
	421	search2_111714	Yes	Already picked up by search1_111714			Hooker	Stark	Norton	2008	"Distribution of ecosystem C and N within contrasting vegetation types in a semiarid rangeland in the Great Basin, USA"	BIOGEOCHEMISTRY	10.1007/s10533-008-9254-z
	422	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Brye			2006	Soil physiochemical changes following 12 years of annual burning in a humid-subtropical tallgrass prairie: a hypothesis	ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY	10.1016/j.actao.2006.06.001
	423	search2_111714	Yes	Already picked up by Liao			Lindsay	French		2005	Litterfall and nitrogen cycling following invasion by Chrysanthemoides monilifera ssp rotundata in coastal Australia	JOURNAL OF APPLIED ECOLOGY	10.1111/j.1365-2664.2005.01036.x
	424	search2_111714	Yes	Already picked up by search1_111714			Malcolm	Bush	Rice	2008	Soil nitrogen conditions approach preinvasion levels following restoration of nitrogen-fixing black locust (Robinia pseudoacacia) stands in a pine-oak ecosystem	RESTORATION ECOLOGY	10.1111/j.1526-100X.2007.00263.x
	425	search2_111714	Yes	Already picked up by search1_111714			Seastedt	Suding		2007	Biotic constraints on the invasion of diffuse knapweed (Centaurea diffusa) in North American grasslands	OECOLOGIA	10.1007/s00442-006-0620-z
	426	search2_111714	Yes	Already picked up by Liao			Rimer	Evans		2006	Invasion of downy brome (Bromus tectorum L.) causes rapid changes in the nitrogen cycle	AMERICAN MIDLAND NATURALIST	10.1674/0003-0031(2006)156[252:IODBBT]2.0.CO;2
	427	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Strandberg	Kristiansen	Tybirk	2005	"Dynamic oak-scrub to forest succession: Effects of management on understorey vegetation, humus forms and soils"	FOREST ECOLOGY AND MANAGEMENT	10.1016/j.foreco.2005.02.051
	428	search2_111714	Yes	Already picked up by search1_111714			Haubensak	Parker		2004	Soil changes accompanying invasion of the exotic shrub Cytisus scoparius in glacial outwash prairies of western Washington [USA]	PLANT ECOLOGY	
	429	search2_111714	Yes	Already picked up by Liao			Hoopes	Hall		2002	Edaphic factors and competition affect pattern formation and invasion in a California grassland	ECOLOGICAL APPLICATIONS	10.2307/3061134
	430	search2_111714	Yes	Already picked up by Liao			Svejcar	Sheley		2001	Nitrogen dynamics in perennial- and annual-dominated arid rangeland	JOURNAL OF ARID ENVIRONMENTS	10.1006/jare.2000.0703
	431	search2_111714	"Yes, but has traits"	Review	Yes	Yes	Morris	Esler	Barger	2011	Ecophysiological traits associated with the competitive ability of invasive Australian acacias	DIVERSITY AND DISTRIBUTIONS	10.1111/j.1472-4642.2011.00802.x
	432	search2_111714	Yes	Already picked up by search1_111714			Castro-Diez	Gonzalez-Munoz	Alonso	2009	Effects of exotic invasive trees on nitrogen cycling: a case study in Central Spain	BIOLOGICAL INVASIONS	10.1007/s10530-008-9374-3
	433	search2_111714	Yes	Already picked up by search1_111714			Otfinowski	Kenkel		2008	Clonal integration facilitates the proliferation of smooth brome clones invading northern fescue prairies	PLANT ECOLOGY	10.1007/s11258-008-9428-8
	434	search2_111714	No			Yes	Haubensak	D'Antonio	Alexander	2004	Effects of nitrogen-fixing shrubs in Washington and coastal California	WEED TECHNOLOGY	10.1614/0890-037X(2004)018[1475:EONSIW]2.0.CO;2
	435	search2_111714	No			Yes	Sanon	Beguiristain	Cebron	2009	"Changes in soil diversity and global activities following invasions of the exotic invasive plant, Amaranthus viridis L., decrease the growth of native sahelian Acacia species"	FEMS MICROBIOLOGY ECOLOGY	10.1111/j.1574-6941.2009.00740.x
	436	search2_111714	No			Yes	Tighe	Reid	Wilson	2009	Invasive native scrub and soil condition in semi-arid south-eastern Australia	AGRICULTURE ECOSYSTEMS & ENVIRONMENT	10.1016/j.agee.2009.04.001
	437	search2_111714	No			Yes	Fisher	Veneklaas	Lambers	2006	Enhanced soil and leaf nutrient status of a Western Australian Banksia woodland community invaded by Ehrharta calycina and Pelargonium capitatum	PLANT AND SOIL	10.1007/s11104-006-0042-z
	438	search2_111714	Yes	Already picked up by search1_111714			Kolb	Alpert		2003	Effects of nitrogen and salinity on growth and competition between a native grass and an invasive congener	BIOLOGICAL INVASIONS	10.1023/A:1026185503777
	439	search2_111714	Yes	Already picked up by search1_111714			Wolkovich	Bolger	Cottingham	2009	Invasive grass litter facilitates native shrubs through abiotic effects	JOURNAL OF VEGETATION SCIENCE	
	440	search2_111714	Yes	Already picked up by search1_111714			Blumenthal			2009	Carbon addition interacts with water availability to reduce invasive forb establishment in a semi-arid grassland	BIOLOGICAL INVASIONS	10.1007/s10530-008-9332-0
	441	search2_111714	Yes	Already picked up by search1_111714			James			2008	Effect of soil nitrogen stress on the relative growth rate of annual and perennial grasses in the Intermountain West	PLANT AND SOIL	10.1007/s11104-008-9645-x
	442	search2_111714	Yes	Already picked up by search1_111714			Vasquez	Sheley	Svejcar	2008	Creating Invasion Resistant Soils via Nitrogen Management	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-07-059.1
	443	search2_111714	No			Yes	Blank			2008	Biogeochemistry of Plant Invasion: A Case Study with Downy Brome (Bromus tectorum)	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-07-026.1
	444	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Freeman	Stohlgren	Hunter	2007	Rapid assessment of postfire plant invasions in coniferous forests of the western united states	ECOLOGICAL APPLICATIONS	10.1890/06-1859.1
	445	search2_111714	Yes	Already picked up by search1_111714			Sanders	Weltzin	Crutsinger	2007	Insects mediate the effects of propagule supply and resource availability on a plant invasion	ECOLOGY	10.1890/06-1449.1
	446	search2_111714	Yes	Already picked up by search1_111714			Davies	Pokorny	Sheley	2007	Influence of plant functional group removal on inorganic soil nitrogen concentrations in native grasslands	RANGELAND ECOLOGY & MANAGEMENT	10.2111/1551-5028(2007)60[304:IOPFGR]2.0.CO;2
	447	search2_111714	Yes	Already picked up by search1_111714			LeJeune	Suding	Seastedt	2006	Nutrient availability does not explain invasion and dominance of a mixed grass prairie by the exotic forb Centaurea diffusa Lam.	APPLIED SOIL ECOLOGY	10.1016/j.apsoil.2005.01.009
	448	search2_111714	Yes	Already picked up by search1_111714			Schwinning	Starr	Wojcik	2005	Effects of nitrogen deposition on an arid grassland in the Colorado plateau cold desert	RANGELAND ECOLOGY & MANAGEMENT	10.2111/03-126.1
	449	search2_111714	Yes	Already picked up by search1_111714			Blicker	Olson	Engel	2002	Traits of the invasive Centaurea maculosa and two native grasses: effect of N supply	PLANT AND SOIL	10.1023/A:1021596627967
	450	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Blank	Qualls	Young	2002	Lepidium latifolium: plant nutrient competition-soil interactions	BIOLOGY AND FERTILITY OF SOILS	10.1007/s00374-002-0494-0
	451	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			COCKS			1994	COLONIZATION OF A SOUTH AUSTRALIAN GRASSLAND BY INVADING MEDITERRANEAN ANNUAL AND PERENNIAL PASTURE SPECIES	AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH	10.1071/AR9941063
	452	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Burke	Weintraub	Hewins	2011	"Relationship between soil enzyme activities, nutrient cycling and soil fungal communities in a northern hardwood forest"	SOIL BIOLOGY & BIOCHEMISTRY	10.1016/j.soilbio.2010.12.014
	453	search2_111714	Yes	Already picked up by search1_111714			James	Drenovsky	Monaco	2011	Managing soil nitrogen to restore annual grass-infested plant communities: effective strategy or incomplete framework?	ECOLOGICAL APPLICATIONS	10.1890/10-0280.1
	454	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species		Yes	Eppinga	Kaproth	Collins	2011	"Litter feedbacks, evolutionary change and exotic plant invasion"	JOURNAL OF ECOLOGY	10.1111/j.1365-2745.2010.01781.x
	455	search2_111714	No			Yes	Scharfy	Funk	Venterink	2011	"Invasive forbs differ functionally from native graminoids, but are similar to native forbs"	NEW PHYTOLOGIST	10.1111/j.1469-8137.2010.03531.x
	456	search2_111714	Yes	Already picked up by search1_111714			Costello	Lamberti		2009	Biological and physical effects of non-native earthworms on nitrogen cycling in riparian soils	SOIL BIOLOGY & BIOCHEMISTRY	10.1016/j.soilbio.2009.08.007
	457	search2_111714	Yes	Already picked up by search1_111714			Chen	Peng	Ni	2009	Effects of the invasive plant Mikania micrantha HBK on soil nitrogen availability through allelopathy in South China	BIOLOGICAL INVASIONS	10.1007/s10530-008-9336-9
	458	search2_111714	Yes	Already picked up by Liao			Funk			2005	"Hedychium gardnerianum invasion into Hawaiian montane rainforest: interactions among litter quality, decomposition rate, and soil nitrogen availability"	BIOGEOCHEMISTRY	10.1007/s10533-005-7657-7
	459	search2_111714	No			Yes	Blank	Young		2004	Influence of three weed species on soil nutrient dynamics	SOIL SCIENCE	10.1097/01.ss.0000128013.15268.17
	460	search2_111714	Yes	Already picked up by search1_111714			Xu	Ye	Cao	2004	The role of diversity and functional traits of species in community invasibility	BOTANICAL BULLETIN OF ACADEMIA SINICA	
	461	search2_111714	No			Yes	Blank			2010	Intraspecific and interspecific pair-wise seedling competition between exotic annual grasses and native perennials: plant-soil relationships	PLANT AND SOIL	10.1007/s11104-009-0012-3
	462	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Close	Davidson	Watson	2008	Health of remnant woodlands in fragments under distinct grazing regimes	BIOLOGICAL CONSERVATION	10.1016/j.biocon.2008.07.006
	463	search2_111714	Yes	Already picked up by search1_111714			Siemann	Rogers		2007	The role of soil resources in an exotic tree invasion in Texas coastal prairie	JOURNAL OF ECOLOGY	10.1111/j.1365-2745.2007.01253.x
	464	search2_111714	Yes	Soil nitrogen is strictly an independent variable			Zhou	Dong	Alpert	2012	"Effects of soil nutrient heterogeneity on intraspecific competition in the invasive, clonal plant Alternanthera philoxeroides"	ANNALS OF BOTANY	10.1093/aob/mcr314
	465	search2_111714	Yes	Already picked up by search1_111714			Knochel	Seastedt		2010	Reconciling contradictory findings of herbivore impacts on spotted knapweed (Centaurea stoebe) growth and reproduction	ECOLOGICAL APPLICATIONS	10.1890/09-1944.1
	466	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Rao	Allen	Meixner	2010	Risk-based determination of critical nitrogen deposition loads for fire spread in southern California deserts	ECOLOGICAL APPLICATIONS	10.1890/09-0398.1
	467	search2_111714	Yes	Already picked up by search1_111714			Rao	Parker	Bytnerowicz	2009	Nitrogen mineralization across an atmospheric nitrogen deposition gradient in Southern California deserts	JOURNAL OF ARID ENVIRONMENTS	10.1016/j.jaridenv.2009.04.007
	468	search2_111714	Yes	Already picked up by search1_111714			Adair	Burke	Lauenroth	2008	Contrasting effects of resource availability and plant mortality on plant community invasion by Bromus tectorum L.	PLANT AND SOIL	10.1007/s11104-007-9525-9
	469	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Dimitrakopoulos	Galanidis	Siamantziouras	2005	Short-term invasibility patterns in burnt and unburnt experimental Mediterranean grassland communities of varying diversities	OECOLOGIA	10.1007/s00442-004-1808-8
	470	search2_111714	Yes	Not on invasive plants		Yes	Lovett	Arthur	Weathers	2010	Long-term Changes in Forest Carbon and Nitrogen Cycling Caused by an Introduced Pest/Pathogen Complex	ECOSYSTEMS	10.1007/s10021-010-9381-y
	471	search2_111714	Yes	Not on invasive plants			Ellison	Barker-Plotkin	Foster	2010	Experimentally testing the role of foundation species in forests: the Harvard Forest Hemlock Removal Experiment	METHODS IN ECOLOGY AND EVOLUTION	10.1111/j.2041-210X.2010.00025.x
	472	search2_111714	Yes	Already picked up by search1_111714			Sharma	Raghubanshi		2009	Lantana invasion alters soil nitrogen pools and processes in the tropical dry deciduous forest of India	APPLIED SOIL ECOLOGY	10.1016/j.apsoil.2009.03.002
	473	search2_111714	Yes	Already picked up by search1_111714			Monaco	Johnson	Creech	2005	"Morphological and physiological responses of the invasive weed Isatis tinctoria to contrasting light, soil-nitrogen and water"	WEED RESEARCH	10.1111/j.1365-3180.2005.00480.x
	474	search2_111714	Yes	Already picked up by search1_111714			D'Antonio	Corbin		2003	Effects of plant invaders on nutrient cycling: Using models to explore the link between invasion and development of species effects	MODELS IN ECOSYSTEM SCIENCE	
	475	search2_111714	Yes	Already picked up by search1_111714			Elgersma	Ehrenfeld	Yu	2011	"Legacy effects overwhelm the short-term effects of exotic plant invasion and restoration on soil microbial community structure, enzyme activities, and nitrogen cycling"	OECOLOGIA	10.1007/s00442-011-2022-0
	476	search2_111714	No			Yes	Gaertner	Richardson	Privett	2011	Effects of Alien Plants on Ecosystem Structure and Functioning and Implications for Restoration: Insights from Three Degraded Sites in South African Fynbos	ENVIRONMENTAL MANAGEMENT	10.1007/s00267-011-9675-7
	477	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species		Yes	Yelenik	Levine		2011	The role of plant-soil feedbacks in driving native-species recovery	ECOLOGY	10.1890/10-0465.1
	478	search2_111714	Yes	Already picked up by search1_111714			Lindsay	Colloff	Gibb	2010	The Abundance of Microbial Functional Genes in Grassy Woodlands Is Influenced More by Soil Nutrient Enrichment than by Recent Weed Invasion or Livestock Exclusion	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	10.1128/AEM.03054-09
	479	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Ward			2010	A resource ratio model of the effects of changes in CO2 on woody plant invasion	PLANT ECOLOGY	10.1007/s11258-010-9731-z
	480	search2_111714	Yes	Already picked up by search1_111714			Shah	Harner	Tibbets	2010	Elaeagnus angustifolia Elevates Soil Inorganic Nitrogen Pools in Riparian Ecosystems	ECOSYSTEMS	10.1007/s10021-009-9299-4
	481	search2_111714	Yes	Already picked up by search1_111714			Matthews	Peralta	Soni	2009	Local and landscape correlates of non-native species invasion in restored wetlands	ECOGRAPHY	10.1111/j.1600-0587.2009.05863.x
	482	search2_111714	Yes	Already picked up by search1_111714			MacKown	Jones	Johnson	2009	Nitrogen Uptake by Perennial and Invasive Annual Grass Seedlings: Nitrogen Form Effects	SOIL SCIENCE SOCIETY OF AMERICA JOURNAL	10.2136/sssaj2008.0334
	483	search2_111714	Yes	Not on invasive plants			Arango	Riley	Tank	2009	Herbivory by an invasive snail increases nitrogen fixation in a nitrogen-limited stream	CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES	10.1139/F09-079
	484	search2_111714	No			Yes	Kurten	Snyder	Iwata	2008	Morella cerifera invasion and nitrogen cycling on a lowland Hawaiian lava flow	BIOLOGICAL INVASIONS	10.1007/s10530-007-9101-5
	485	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Blank	Chambers	Roundy	2007	"Nutrient availability in rangeland soils: Influence of prescribed burning, herbaceous vegetation removal, overseeding with Bromus tectorum, season, and elevation"	RANGELAND ECOLOGY & MANAGEMENT	10.2111/06-120R2.1
	486	search2_111714	Yes	Not on invasive plants			Suarez	Fahey	Groffman	2006	Spatial and temporal dynamics of exotic earthworm communities along invasion fronts in a temperate hardwood forest in south-central New York (USA)	BIOLOGICAL INVASIONS	10.1007/s10530-005-1196-y
	487	search2_111714	Yes	Already picked up by search1_111714			Symstad			2004	Secondary invasion following the reduction of Coronilla varia (Crownvetch) in sand prairie	AMERICAN MIDLAND NATURALIST	10.1674/0003-0031(2004)152[0183:SIFTRO]2.0.CO;2
	488	search2_111714	No			Yes	Blank	Derner		2004	Effects of CO2 enrichment on plant-soil relationships of Lepidium latifolium	PLANT AND SOIL	10.1023/B:PLSO.0000037032.43098.5c
	489	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Cocks	Stock		2001	Field patterns of nodulation in fifteen Aspalathus species and their ecological role in the fynbos vegetation of southern Africa	BASIC AND APPLIED ECOLOGY	10.1078/1439-1791-00042
	490	search2_111714	Yes	Already picked up by search1_111714			Bissett	Brown	Siciliano	2013	Microbial community responses to anthropogenically induced environmental change: towards a systems approach	ECOLOGY LETTERS	10.1111/ele.12109
	491	search2_111714	No			Yes	Perkins	Johnson	Nowak	2011	Plant-induced changes in soil nutrient dynamics by native and invasive grass species	PLANT AND SOIL	10.1007/s11104-011-0788-9
	492	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Davies	Nafus	Sheley	2010	Non-native competitive perennial grass impedes the spread of an invasive annual grass	BIOLOGICAL INVASIONS	10.1007/s10530-010-9710-2
	493	search2_111714	Yes	Already picked up by search1_111714			Springsteen	Loya	Liebig	2010	Soil carbon and nitrogen across a chronosequence of woody plant expansion in North Dakota	PLANT AND SOIL	10.1007/s11104-009-0117-8
	494	search2_111714	Yes	Already picked up by search1_111714			Shaben	Myers		2010	"Relationships between Scotch broom (Cytisus scoparius), soil nutrients, and plant diversity in the Garry oak savannah ecosystem"	PLANT ECOLOGY	10.1007/s11258-009-9655-7
	495	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Iponga	Milton	Richardson	2009	"Soil type, microsite, and herbivory influence growth and survival of Schinus molle (Peruvian pepper tree) invading semi-arid African savanna"	BIOLOGICAL INVASIONS	10.1007/s10530-008-9221-6
	496	search2_111714	Yes	Already picked up by search1_111714			Van Hezewijk	De	Moyer	2008	Effect of nitrogen on the preference and performance of a biological control agent for an invasive plant	BIOLOGICAL CONTROL	10.1016/j.biocontrol.2008.04.003
	497	search2_111714	Yes	Already picked up by search1_111714			Paertel	Laanisto	Wilson	2008	Soil nitrogen and carbon heterogeneity in woodlands and grasslands: contrasts between temperate and tropical regions	GLOBAL ECOLOGY AND BIOGEOGRAPHY	10.1111/j.1466-8238.2007.00336.x
	498	search2_111714	No			Yes	Taniguchi	Tamai	Yamanaka	2007	Inhibition of the regeneration of Japanese black pine (Pinus thunbergii) by black locust (Robinia pseudoacacia) in coastal sand dunes	JOURNAL OF FOREST RESEARCH	10.1007/s10310-007-0023-y
	499	search2_111714	Yes	Already picked up by Liao			Fickbohm	Zhu		2006	Exotic purple loosestrife invasion of native cattail freshwater wetlands: Effects on organic matter distribution and soil nitrogen cycling	APPLIED SOIL ECOLOGY	10.1016/j.apsoil.2004.12.011
